question_id,architecture,architecture_label,case_key,in_qualitative_sample,sample_strata,displayed_correct,claim_correct,decision,confidence,threshold,llm_faithfulness,token_overlap,context_precision,context_recall,context_recall_numeric,verification_status,verification_score,n_evidence,gold_program_answer,gold_file_name,retrieved_files,primary_category,error_layer,tags,explanation,question_excerpt,displayed_answer_excerpt,draft_excerpt
finqa_test_1027,multi_agent,Multi-Agent,multi_agent:finqa_test_1027,false,,1,1,ANSWER,0.736905,,1.0000,0.5238,0.5000,1.0000,0,VERIFIED,0.7369,4,0.86,pdf/SLB/2015/page_59.pdf,pdf/SLB/2015/page_59.pdf | pdf/SLB/2012/page_44.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_1027,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1027,false,,1,1,ANSWER,0.790857,0.65,1.0000,0.5238,0.5000,1.0000,0,VERIFIED,0.7369,4,0.86,pdf/SLB/2015/page_59.pdf,pdf/SLB/2015/page_59.pdf | pdf/SLB/2012/page_44.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_1039,single_agent,Single-Agent,single_agent:finqa_test_1039,true,census_false_abstention,1,1,ANSWER,,,0.0000,0.3333,0.5000,1.0000,0,,,4,0.6787663948954271,pdf/K/2006/page_52.pdf,pdf/K/2006/page_52.pdf | pdf/BLL/2010/page_37.pdf | pdf/ZBH/2003/page_40.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_llm_judge_faithfulness,"Single-Agent; decision=ANSWER; displayed_correct=1; claim_correct=1. Gold program_answer=0.6787663948954271; gold file=pdf/K/2006/page_52.pdf. Retrieved files (4 chunks, scores=[0.7393469214439392, 0.694770336151123, 0.6922944784164429, 0.6830730438232422]): pdf/K/2006/page_52.pdf, pdf/BLL/2010/page_37.pdf, pdf/ZBH/2003/page_40.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.50; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=not recorded (Single-Agent has no verifier). Confidence=n/a; locked T=0.65. Category rule: Displayed text matches the gold number within the FinQA numeric tolerance. Question: What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties? Displayed answer: The final answer is 67.2%. The final answer is 6",What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties?,The final answer is 67.2%. The final answer is 6,
finqa_test_1039,multi_agent,Multi-Agent,multi_agent:finqa_test_1039,true,census_false_abstention,0,0,ANSWER,0.744898,,1.0000,0.4898,0.5000,1.0000,0,VERIFIED,0.7449,4,0.6787663948954271,pdf/K/2006/page_52.pdf,pdf/K/2006/page_52.pdf | pdf/BLL/2010/page_37.pdf | pdf/ZBH/2003/page_40.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,"Multi-Agent; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=0.6787663948954271; gold file=pdf/K/2006/page_52.pdf. Retrieved files (4 chunks, scores=[0.7393469214439392, 0.694770336151123, 0.6922944784164429, 0.6830730438232422]): pdf/K/2006/page_52.pdf, pdf/BLL/2010/page_37.pdf, pdf/ZBH/2003/page_40.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.50; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=1.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.7449; locked T=0.65. Category rule: ANSWER is numerically incorrect. The gold file/context was retrieved (recall=1) but the gold number is not in the chunk text; judge faithfulness is not low. Residual numeric error with partial document match — not labelled hallucination. Question: What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties? Displayed answer: The final answer is 64.0%. To determine the percentage of Kellanova's net cash provided by operating activities in 2006 that was retained as cash flow after accounting for additions to properties, we start by identifyin…",What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties?,"The final answer is 64.0%. To determine the percentage of Kellanova's net cash provided by operating activities in 2006 that was retained as cash flow after accounting for additions to properties, we start by identifyin…",
finqa_test_1039,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1039,true,census_false_abstention,0,1,ABSTAIN,0.646431,0.65,0.0000,0.5410,0.5000,1.0000,0,VERIFIED,0.5905,4,0.6787663948954271,pdf/K/2006/page_52.pdf,pdf/K/2006/page_52.pdf | pdf/BLL/2010/page_37.pdf | pdf/ZBH/2003/page_40.pdf,incorrect_abstention,abstention,gold_number_absent_from_evidence;verification_true_positive;low_llm_judge_faithfulness,"Multi-Agent + UQ; decision=ABSTAIN; displayed_correct=0; claim_correct=1. Gold program_answer=0.6787663948954271; gold file=pdf/K/2006/page_52.pdf. Retrieved files (4 chunks, scores=[0.7393469214439392, 0.694770336151123, 0.6922944784164429, 0.6830730438232422]): pdf/K/2006/page_52.pdf, pdf/BLL/2010/page_37.pdf, pdf/ZBH/2003/page_40.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.50; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.6464; locked T=0.65. Category rule: UQ ABSTAIN at locked T=0.65 but the withheld draft matches the gold number. This is a false abstention (correct draft withheld). Question: What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties? Displayed answer: I cannot answer reliably because supporting evidence is insufficient. UQ draft: The final answer is 64.0%. To determine the percentage of Kellanova's net cash provided by operating activities in 2006 that was retained as cash flow after accounting for additions to properties, we start by identifyin…",What percentage of Kellanova's net cash provided by operating activities in 2006 was retained as cash flow after accounting for additions to properties?,I cannot answer reliably because supporting evidence is insufficient.,"The final answer is 64.0%. To determine the percentage of Kellanova's net cash provided by operating activities in 2006 that was retained as cash flow after accounting for additions to properties, we start by identifyin…"
finqa_test_1040,single_agent,Single-Agent,single_agent:finqa_test_1040,false,,0,0,ANSWER,,,1.0000,0.6250,0.2500,1.0000,1,,,4,87.80000000000001,pdf/GRMN/2008/page_85.pdf,pdf/GRMN/2008/page_85.pdf | pdf/PPG/2008/page_52.pdf | pdf/ADBE/2008/page_89.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;high_llm_judge_faithfulness,,,,
finqa_test_1040,multi_agent,Multi-Agent,multi_agent:finqa_test_1040,false,,0,0,ANSWER,0.553922,,0.0000,0.6078,0.2500,1.0000,1,VERIFIED,0.5539,4,87.80000000000001,pdf/GRMN/2008/page_85.pdf,pdf/GRMN/2008/page_85.pdf | pdf/PPG/2008/page_52.pdf | pdf/ADBE/2008/page_89.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;verification_false_positive;low_llm_judge_faithfulness,,,,
finqa_test_1040,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1040,false,,1,1,ANSWER,0.711342,0.65,1.0000,0.4348,0.2500,1.0000,1,VERIFIED,0.6641,4,87.80000000000001,pdf/GRMN/2008/page_85.pdf,pdf/GRMN/2008/page_85.pdf | pdf/PPG/2008/page_52.pdf | pdf/ADBE/2008/page_89.pdf,correct_answer,numeric_correct,gold_number_present_in_evidence;low_context_precision;verification_true_positive;high_llm_judge_faithfulness,,,,
finqa_test_1041,single_agent,Single-Agent,single_agent:finqa_test_1041,false,,0,0,ANSWER,,,0.0000,0.6923,0.2500,1.0000,0,,,4,0.7808219178082192,pdf/BDX/2018/page_106.pdf,pdf/NCLH/2018/page_97.pdf | pdf/BDX/2018/page_106.pdf | pdf/AAPL/2005/page_83.pdf | pdf/NWS/2019/page_116.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_context_precision;low_llm_judge_faithfulness,,,,
finqa_test_1041,multi_agent,Multi-Agent,multi_agent:finqa_test_1041,false,,0,0,ANSWER,0.821154,,1.0000,0.6923,0.2500,1.0000,0,VERIFIED,0.8212,4,0.7808219178082192,pdf/BDX/2018/page_106.pdf,pdf/NCLH/2018/page_97.pdf | pdf/BDX/2018/page_106.pdf | pdf/AAPL/2005/page_83.pdf | pdf/NWS/2019/page_116.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_1041,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1041,false,,0,0,ANSWER,0.773416,0.65,1.0000,0.6923,0.2500,1.0000,0,VERIFIED,0.8212,4,0.7808219178082192,pdf/BDX/2018/page_106.pdf,pdf/NCLH/2018/page_97.pdf | pdf/BDX/2018/page_106.pdf | pdf/AAPL/2005/page_83.pdf | pdf/NWS/2019/page_116.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_1045,single_agent,Single-Agent,single_agent:finqa_test_1045,false,,0,0,ANSWER,,,0.0000,0.3455,0.5000,1.0000,0,,,4,-0.10818992989165069,pdf/BLL/2010/page_37.pdf,pdf/BLL/2010/page_37.pdf | pdf/BKR/2017/page_56.pdf | pdf/DRE/2002/page_15.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_1045,multi_agent,Multi-Agent,multi_agent:finqa_test_1045,false,,0,0,ANSWER,0.208333,,0.0000,0.4167,0.5000,1.0000,0,WEAK_EVIDENCE,0.2083,4,-0.10818992989165069,pdf/BLL/2010/page_37.pdf,pdf/BLL/2010/page_37.pdf | pdf/BKR/2017/page_56.pdf | pdf/DRE/2002/page_15.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_1045,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1045,false,,0,0,ABSTAIN,0.474576,0.65,0.0000,0.4324,0.5000,1.0000,0,WEAK_EVIDENCE,0.2162,4,-0.10818992989165069,pdf/BLL/2010/page_37.pdf,pdf/BLL/2010/page_37.pdf | pdf/BKR/2017/page_56.pdf | pdf/DRE/2002/page_15.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_1048,single_agent,Single-Agent,single_agent:finqa_test_1048,false,,0,0,ANSWER,,,0.0000,0.4474,0.2500,1.0000,1,,,4,6.0,pdf/AAPL/2003/page_48.pdf,pdf/AAPL/2003/page_48.pdf | pdf/IPG/2008/page_62.pdf | pdf/SWKS/2011/page_112.pdf | pdf/AAPL/2005/page_43.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;low_llm_judge_faithfulness,,,,
finqa_test_1048,multi_agent,Multi-Agent,multi_agent:finqa_test_1048,false,,0,0,ANSWER,0.460526,,0.0000,0.4211,0.2500,1.0000,1,WEAK_EVIDENCE,0.4605,4,6.0,pdf/AAPL/2003/page_48.pdf,pdf/AAPL/2003/page_48.pdf | pdf/IPG/2008/page_62.pdf | pdf/SWKS/2011/page_112.pdf | pdf/AAPL/2005/page_43.pdf,incorrect_numerical_reasoning,numeric_error,gold_number_present_in_evidence;low_context_precision;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_1048,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1048,false,,0,0,ABSTAIN,0.570705,0.65,0.0000,0.3902,0.2500,1.0000,1,WEAK_EVIDENCE,0.4451,4,6.0,pdf/AAPL/2003/page_48.pdf,pdf/AAPL/2003/page_48.pdf | pdf/IPG/2008/page_62.pdf | pdf/SWKS/2011/page_112.pdf | pdf/AAPL/2005/page_43.pdf,appropriate_abstention,abstention,gold_number_present_in_evidence;low_context_precision;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_1057,single_agent,Single-Agent,single_agent:finqa_test_1057,false,,1,1,ANSWER,,,0.0000,0.6667,0.5000,1.0000,0,,,4,0.12,pdf/D/2002/page_87.pdf,pdf/DRE/2002/page_15.pdf | pdf/D/2002/page_87.pdf | pdf/AES/2002/page_128.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_1057,multi_agent,Multi-Agent,multi_agent:finqa_test_1057,false,,1,1,ANSWER,0.477273,,0.7161,0.3788,0.5000,1.0000,0,WEAK_EVIDENCE,0.4773,4,0.12,pdf/D/2002/page_87.pdf,pdf/DRE/2002/page_15.pdf | pdf/D/2002/page_87.pdf | pdf/AES/2002/page_128.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;verification_false_negative;high_llm_judge_faithfulness,,,,
finqa_test_1057,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1057,false,,0,0,ANSWER,0.763113,0.65,1.0000,0.6667,0.5000,1.0000,0,VERIFIED,0.8083,4,0.12,pdf/D/2002/page_87.pdf,pdf/DRE/2002/page_15.pdf | pdf/D/2002/page_87.pdf | pdf/AES/2002/page_128.pdf,incorrect_despite_partial_evidence,numeric_error,gold_number_absent_from_evidence;false_confidence;verification_false_positive;high_llm_judge_faithfulness,,,,
finqa_test_1059,single_agent,Single-Agent,single_agent:finqa_test_1059,true,rq1_discordant_sa_only,1,1,ANSWER,,,0.0000,0.6000,0.2500,1.0000,0,,,4,0.09404507113181418,pdf/ADI/2010/page_80.pdf,pdf/ADI/2010/page_80.pdf | pdf/ADI/2011/page_81.pdf | pdf/ADI/2010/page_60.pdf,correct_answer,numeric_correct,gold_number_absent_from_evidence;low_context_precision;low_llm_judge_faithfulness,"Single-Agent; decision=ANSWER; displayed_correct=1; claim_correct=1. Gold program_answer=0.09404507113181418; gold file=pdf/ADI/2010/page_80.pdf. Retrieved files (4 chunks, scores=[0.7804912328720093, 0.7499426603317261, 0.6888538599014282, 0.6751288175582886]): pdf/ADI/2010/page_80.pdf, pdf/ADI/2011/page_81.pdf, pdf/ADI/2010/page_60.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=not recorded (Single-Agent has no verifier). Confidence=n/a; locked T=0.65. Category rule: Displayed text matches the gold number within the FinQA numeric tolerance. Question: What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010? Displayed answer: The annual percent return was 9.4%. The annual percent return was","What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010?",The annual percent return was 9.4%. The annual percent return was,
finqa_test_1059,multi_agent,Multi-Agent,multi_agent:finqa_test_1059,true,rq1_discordant_sa_only,0,0,ANSWER,0.670283,,0.0000,0.4906,0.2500,1.0000,0,VERIFIED,0.6703,4,0.09404507113181418,pdf/ADI/2010/page_80.pdf,pdf/ADI/2010/page_80.pdf | pdf/ADI/2011/page_81.pdf | pdf/ADI/2010/page_60.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_context_precision;false_confidence;verification_false_positive;low_llm_judge_faithfulness,"Multi-Agent; decision=ANSWER; displayed_correct=0; claim_correct=0. Gold program_answer=0.09404507113181418; gold file=pdf/ADI/2010/page_80.pdf. Retrieved files (4 chunks, scores=[0.7804912328720093, 0.7499426603317261, 0.6888538599014282, 0.6751288175582886]): pdf/ADI/2010/page_80.pdf, pdf/ADI/2011/page_81.pdf, pdf/ADI/2010/page_60.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.6703; locked T=0.65. Category rule: ANSWER is numerically incorrect, the gold number is not in the evidence text, and LLM-as-judge faithfulness is below 0.5. Treated as unsupported emission (not called hallucination unless independent evidence showed fabrication). Question: What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010? Displayed answer: Evidence is insufficient. The question asks for the annual percent return, which is a percentage change. The evidence provides the total value of the investments in 2009 as $7,943 and in 2010 as $8,690. However, the evi…","What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010?","Evidence is insufficient. The question asks for the annual percent return, which is a percentage change. The evidence provides the total value of the investments in 2009 as $7,943 and in 2010 as $8,690. However, the evi…",
finqa_test_1059,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1059,true,rq1_discordant_sa_only,0,0,ABSTAIN,0.611802,0.65,0.0000,0.5000,0.2500,1.0000,0,VERIFIED,0.5000,4,0.09404507113181418,pdf/ADI/2010/page_80.pdf,pdf/ADI/2010/page_80.pdf | pdf/ADI/2011/page_81.pdf | pdf/ADI/2010/page_60.pdf,appropriate_abstention,abstention,gold_number_absent_from_evidence;low_context_precision;verification_false_positive;low_llm_judge_faithfulness,"Multi-Agent + UQ; decision=ABSTAIN; displayed_correct=0; claim_correct=0. Gold program_answer=0.09404507113181418; gold file=pdf/ADI/2010/page_80.pdf. Retrieved files (4 chunks, scores=[0.7804912328720093, 0.7499426603317261, 0.6888538599014282, 0.6751288175582886]): pdf/ADI/2010/page_80.pdf, pdf/ADI/2011/page_81.pdf, pdf/ADI/2010/page_60.pdf. context_recall=1.00 (gold file/context_id in top-k); context_precision=0.25; gold number in evidence=False. LLM-as-judge faithfulness (Qwen3-8B, custom/RAGAS-inspired)=0.0000 (not official RAGAS). Verification status=VERIFIED. Confidence=0.6118; locked T=0.65. Category rule: UQ ABSTAIN at locked T=0.65 and the withheld draft is numerically incorrect, so abstention is appropriate on the recorded claim. Question: What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010? Displayed answer: I cannot answer reliably because supporting evidence is insufficient. UQ draft: Evidence is insufficient. The question asks for the annual percent return, which is a percentage change. The evidence provides the total value of the investments in 2009 as $7,943 and in 2010 as $8,690. However, the evi…","What was the annual percent return for Analog Devices' investments in the deferred compensation plan, considering the total value of these investments increased from $7,943 in 2009 to $8,690 in 2010?",I cannot answer reliably because supporting evidence is insufficient.,"Evidence is insufficient. The question asks for the annual percent return, which is a percentage change. The evidence provides the total value of the investments in 2009 as $7,943 and in 2010 as $8,690. However, the evi…"
finqa_test_1063,single_agent,Single-Agent,single_agent:finqa_test_1063,false,,0,0,ANSWER,,,0.0000,0.4524,0.7500,1.0000,0,,,4,0.027116873165557092,pdf/NCLH/2018/page_64.pdf,pdf/NCLH/2018/page_64.pdf | pdf/MAR/2018/page_43.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;low_llm_judge_faithfulness,,,,
finqa_test_1063,multi_agent,Multi-Agent,multi_agent:finqa_test_1063,false,,0,0,ANSWER,0.151163,,0.0000,0.3023,0.7500,1.0000,0,WEAK_EVIDENCE,0.1512,4,0.027116873165557092,pdf/NCLH/2018/page_64.pdf,pdf/NCLH/2018/page_64.pdf | pdf/MAR/2018/page_43.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;verification_true_negative;low_llm_judge_faithfulness,,,,
finqa_test_1063,multi_agent_uq,Multi-Agent + UQ,multi_agent_uq:finqa_test_1063,false,,0,0,ANSWER,0.723933,0.65,0.0000,0.4038,0.7500,1.0000,0,VERIFIED,0.7019,4,0.027116873165557092,pdf/NCLH/2018/page_64.pdf,pdf/NCLH/2018/page_64.pdf | pdf/MAR/2018/page_43.pdf,unsupported_claim,unsupported_emission,gold_number_absent_from_evidence;false_confidence;verification_false_positive;low_llm_judge_faithfulness,,,,
